	node	path	count_node	joint_count	joint_count_child	cond_prob	count_ancestor	rel_freq
128	GO:0001055	GO:0001055,GO:0003674,GO:0003824,GO:0003899,GO:0016740,GO:0016772,GO:0016779,GO:0034062,GO:0097747,GO:0140098	14	0.0	0.0		77124	0.00018152585446812924
129	GO:0001056	GO:0001056,GO:0003674,GO:0003824,GO:0003899,GO:0016740,GO:0016772,GO:0016779,GO:0034062,GO:0097747,GO:0140098	18	0.0	0.0		77124	0.00023339038431616617
130	GO:0001064	GO:0001064,GO:0003674,GO:0003824,GO:0003899,GO:0016740,GO:0016772,GO:0016779,GO:0034062,GO:0097747,GO:0140098	3	115.0	3.0	0.026086956521739132	77124	3.8898397386027695e-05
131	GO:0001065	GO:0001064,GO:0001065,GO:0003674,GO:0003824,GO:0003899,GO:0016740,GO:0016772,GO:0016779,GO:0034062,GO:0097747,GO:0140098	3	0.0	0.0		77124	3.8898397386027695e-05
132	GO:0001067	GO:0001067,GO:0003674,GO:0003676,GO:0005488,GO:0097159,GO:1901363	2912	10044.0	2912.0	0.2899243329350856	77124	0.037757377729370885
133	GO:0001068	GO:0001067,GO:0001068,GO:0001069,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0097159,GO:1901363	2	10.0	2.0	0.2	77124	2.5932264924018465e-05
134	GO:0001069	GO:0001067,GO:0001069,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0097159,GO:1901363	10	82.0	10.0	0.12195121951219512	77124	0.00012966132462009233
135	GO:0001070	GO:0001070,GO:0003674,GO:0098772,GO:0140110	1	3829.0	1.0	0.00026116479498563595	77124	1.2966132462009232e-05
136	GO:0001072	GO:0001072,GO:0003674,GO:0098772,GO:0140110	7	0.0	0.0		77124	9.076292723406462e-05
137	GO:0001073	GO:0001073,GO:0003674,GO:0098772,GO:0140110	4	0.0	0.0		77124	5.186452984803693e-05
138	GO:0001085	GO:0001085,GO:0003674,GO:0005488,GO:0005515,GO:0008134	104	1449.0	104.0	0.07177363699102829	77124	0.0013484777760489602
139	GO:0001091	GO:0001091,GO:0001098,GO:0001099,GO:0003674,GO:0005488,GO:0005515,GO:0008134,GO:0140296	46	49.0	46.0	0.9387755102040816	77124	0.0005964420932524246
