	child_node	joint_count	joint_count_child	cond_prob
359	GO:0005769	2042.0	565.0	0.27668952007835457
360	GO:0005770	2042.0	513.0	0.25122428991185114
361	GO:0005771	513.0	115.0	0.22417153996101363
362	GO:0005773	27189.0	2477.0	0.09110301960351613
363	GO:0005774	1248.0	1165.0	0.9334935897435898
364	GO:0005775	344.0	203.0	0.5901162790697675
365	GO:0005776	2477.0	164.0	0.0662091239402503
366	GO:0005777	849.0	849.0	1.0
367	GO:0005778	145.0	145.0	1.0
368	GO:0005779	33.0	33.0	1.0
369	GO:0005780	2.0	2.0	1.0
370	GO:0005782	92.0	92.0	1.0
371	GO:0005783	8148.0	3668.0	0.45017182130584193
372	GO:0005784	7.0	5.0	0.7142857142857143
373	GO:0005785	16.0	4.0	0.25
374	GO:0005786	15.0	14.0	0.9333333333333333
375	GO:0005787	30.0	12.0	0.4
376	GO:0005788	644.0	394.0	0.6118012422360248
377	GO:0005789	1574.0	1500.0	0.9529860228716646
378	GO:0005790	3668.0	65.0	0.01772082878953108
379	GO:0005791	3668.0	144.0	0.03925845147219193
380	GO:0005793	27189.0	124.0	0.004560667917172386
381	GO:0005794	8148.0	3696.0	0.4536082474226804
382	GO:0005795	819.0	228.0	0.2783882783882784
383	GO:0005796	630.0	144.0	0.22857142857142856
384	GO:0005797	159.0	59.0	0.3710691823899371
385	GO:0005798	4655.0	329.0	0.07067669172932331
386	GO:0005801	3696.0	111.0	0.030032467532467532
387	GO:0005802	819.0	625.0	0.7631257631257631
388	GO:0005811	14098.0	248.0	0.01759114768052206
389	GO:0005813	2005.0	1266.0	0.6314214463840399
390	GO:0005814	2005.0	212.0	0.1057356608478803
391	GO:0005815	3318.0	2005.0	0.6042796865581676
392	GO:0005816	2005.0	187.0	0.09326683291770574
393	GO:0005818	402.0	102.0	0.2537313432835821
394	GO:0005819	3318.0	946.0	0.28511151295961423
395	GO:0005821	187.0	1.0	0.0053475935828877
396	GO:0005822	187.0	11.0	0.058823529411764705
397	GO:0005823	187.0	9.0	0.0481283422459893
398	GO:0005824	187.0	11.0	0.058823529411764705
399	GO:0005825	187.0	11.0	0.058823529411764705
400	GO:0005826	102.0	98.0	0.9607843137254902
401	GO:0005827	68.0	15.0	0.22058823529411764
402	GO:0005828	252.0	51.0	0.20238095238095238
403	GO:0005829	44416.0	14307.0	0.32211365273775217
404	GO:0005831	3147.0	0.0	0.0
405	GO:0005832	70.0	53.0	0.7571428571428571
406	GO:0005833	3147.0	21.0	0.00667302192564347
407	GO:0005834	61.0	61.0	1.0
408	GO:0005835	3147.0	6.0	0.0019065776930409914
409	GO:0005836	399.0	0.0	0.0
410	GO:0005838	125.0	107.0	0.856
